record_id,species,flock,nbirds,latitude,longitude,date,isoCountry
358,Whooping_Crane,0,1,38.08333,-98.41,1997-10-01,US
359,Whooping_Crane,0,1,60.25000000000001,-113.25,1985-08-01,CA
360,Whooping_Crane,0,1,52.08333,-106.25,1986-08-01,CA
361,Whooping_Crane,0,1,52.08333,-106.25,1986-10-01,CA
362,Whooping_Crane,0,2,40.58332999999999,-99.41,1987-04-01,US
363,Whooping_Crane,0,1,52.08333,-106.41,1988-04-01,CA
364,Whooping_Crane,0,1,40.41667,-99.08,1992-04-01,US
365,Whooping_Crane,0,1,48.916669999999996,-103.25,1992-10-01,US
366,Whooping_Crane,0,2,43.265873553441125,-100.34261607273136,2004-04-01,US
367,Whooping_Crane,0,1,60.25000000000001,-113.41,1985-08-01,CA
368,Whooping_Crane,0,2,38.25002715370257,-98.83,1987-10-01,US
369,Whooping_Crane,0,1,36.75,-98.25000000000001,1993-10-01,US
370,Whooping_Crane,0,1,60.25000000000001,-113.41,1985-08-01,CA
371,Whooping_Crane,0,1,37.41667,-99.75,1987-04-01,US
372,Whooping_Crane,0,1,48.25,-103.08,1988-04-01,US
373,Whooping_Crane,0,1,36.75,-98.25000000000001,1989-11-01,US
374,Whooping_Crane,0,2,37.583330000000004,-100.41,1990-11-01,US
375,Whooping_Crane,0,1,47.75,-101.25,1992-04-01,US
376,Whooping_Crane,0,1,48.916669999999996,-103.58,1993-04-01,US
377,Whooping_Crane,0,1,60.25000000000001,-113.41,1985-08-01,CA
378,Whooping_Crane,0,2,52.16692921841903,-105.65953178653959,1989-09-01,CA
