species,flock,source,target,totalDistance,ewDistance,nsDistance,heading,fossilCount,windCount,hydroCount,borderCount
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,21,22,1593.584667,554.9675799,-1495.739161,157.1088039,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,23,24,1301.58259,-496.8672089,1204.479761,339.9860819,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,26,27,1560.611311,577.5346322,-1452.171831,155.4002492,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
