RECORD_ID,ORIGINAL_BAND,SPECIES_ID,LAT_DD,LON_DD,EVENT_DATE,MIN_AGE_AT_ENC,BIRD_STATUS,HOW_OBTAINED,ISO_COUNTRY,SIGHTINGS,flock
-37944462,B99436436166,3490,45.75,-110.91,1967-06-20,0.0,3,,US,2,5
12012388,B39436436026,3490,45.75,-110.91,1967-06-21,0.0,3,,US,2,5
-37944461,B39436436026,3490,45.75,-110.91,1967-06-21,0.0,3,,US,2,5
-74424210,B69466772026,3490,42.91667,-118.75,1967-06-21,0.0,3,,US,2,0
-89647784,B49436436044,3490,45.75,-110.91,1967-06-23,0.0,3,,US,2,5
12012386,B49436436044,3490,45.75,-110.91,1967-06-23,0.0,3,,US,2,5
-55328119,B39436436823,3490,45.75,-110.91,1967-06-25,0.0,3,,US,2,5
12012406,B39436436823,3490,45.75,-110.91,1967-06-25,0.0,3,,US,2,5
12012414,B69436436704,3490,45.75,-110.91,1967-06-28,0.0,3,,US,2,20
-37939977,B69436436704,3490,45.75,-110.91,1967-06-28,0.0,3,,US,2,20
12012408,B99436436884,3490,45.75,-110.91,1967-06-29,0.0,3,,US,2,20
12012410,B69436436866,3490,45.75,-110.91,1967-06-29,0.0,3,,US,2,20
-89647132,B99436436884,3490,45.75,-110.91,1967-06-29,0.0,3,,US,2,20
-37939978,B69436436866,3490,45.75,-110.91,1967-06-29,0.0,3,,US,2,20
-74934688,B39436436906,3490,45.75,-110.91,1967-07-03,0.0,3,,US,2,7
-37944460,B99436436083,3490,45.75,-110.91,1967-07-03,0.0,3,,US,2,7
12012400,B39436436906,3490,45.75,-110.91,1967-07-03,0.0,3,,US,2,7
12012392,B99436436083,3490,45.75,-110.91,1967-07-03,0.0,3,,US,2,7
12012398,B49436436923,3490,45.75,-110.91,1967-07-04,0.0,3,,US,2,7
-37939980,B49436436923,3490,45.75,-110.91,1967-07-04,0.0,3,,US,2,7
12012418,B49436436604,3490,45.75,-110.91,1967-07-06,0.0,3,,US,3,7
-37939975,B49436436604,3490,45.75,-110.91,1967-07-06,0.0,3,,US,3,7
-89647130,B39436436613,3490,45.75,-110.91,1967-07-06,0.0,3,,US,2,7
